https://www.tamil2lyrics.com/movies/10-enradhukulla/,10 Enradhukulla,2015
https://www.tamil2lyrics.com/movies/100/,100,2019
https://www.tamil2lyrics.com/movies/100-kadhal/,100% Kadhal,2018
https://www.tamil2lyrics.com/movies/12th-fail/,12 TH Fail,2023
https://www.tamil2lyrics.com/movies/123/,123,2002
https://www.tamil2lyrics.com/movies/12b/,12B,2001
https://www.tamil2lyrics.com/movies/16-vayathinile/,16 Vayathinile,1977
https://www.tamil2lyrics.com/movies/1945/,1945,2021
https://www.tamil2lyrics.com/movies/1982-anbarasin-kadhal/,1982 Anbarasin Kadhal,2024
https://www.tamil2lyrics.com/movies/19th-century/,19th Century,2023
https://www.tamil2lyrics.com/movies/2-0/,2.0,2018
https://www.tamil2lyrics.com/movies/24/,24,2016
https://www.tamil2lyrics.com/movies/24-mani-neram/,24 Mani Neram,1984
https://www.tamil2lyrics.com/movies/3-6-9-album/,3.6.9 Album,2022
https://www.tamil2lyrics.com/movies/3moonu/,3(Moonu),2012
https://www.tamil2lyrics.com/movies/36-vayadhinile/,36 Vayadhinile,2015
https://www.tamil2lyrics.com/movies/4-students/,4 Students,2004
https://www.tamil2lyrics.com/movies/47-natkal/,47 Natkal,1981
https://www.tamil2lyrics.com/movies/60-vayathu-maaniram/,60 Vayathu Maaniram,2018
https://www.tamil2lyrics.com/movies/7-up-madras-gig/,7 UP Madras Gig,2018
https://www.tamil2lyrics.com/movies/7aum-arivu/,7aum Arivu,2011
https://www.tamil2lyrics.com/movies/7g-rainbow-colony/,7G Rainbow Colony,2004
https://www.tamil2lyrics.com/movies/7up-madras-gig-rasaathi-nenja/,7UP Madras Gig – Rasaathi Nenja,2019
https://www.tamil2lyrics.com/movies/7up-madras-gig-season-2/,7UP Madras Gig Season 2,2019
https://www.tamil2lyrics.com/movies/8-thottakkal/,8 Thottakkal,2017
https://www.tamil2lyrics.com/movies/80s-build-up/,80’s Build up,2023
https://www.tamil2lyrics.com/movies/90-ml/,90 ML,2019
https://www.tamil2lyrics.com/movies/96/,96,2018
https://www.tamil2lyrics.com/movies/99-songs/,99 Songs,2021
https://www.tamil2lyrics.com/movies/a-aa-e-ee/,A Aa E Ee,2009
https://www.tamil2lyrics.com/movies/a-home-away-from-home/,A Home Away From Home,2023
https://www.tamil2lyrics.com/movies/a1-accused-no-1/,A1 (Accused No.1),2015
https://www.tamil2lyrics.com/movies/aadai/,Aadai,2019
https://www.tamil2lyrics.com/movies/aadhalal-kadhal-seiveer/,Aadhalal Kadhal Seiveer,2013
https://www.tamil2lyrics.com/movies/aadhavan/,Aadhavan,2009
https://www.tamil2lyrics.com/movies/aadhi-baghavan/,Aadhi Baghavan,2013
https://www.tamil2lyrics.com/movies/aadhiyum-andhamum/,Aadhiyum Andhamum,2013
https://www.tamil2lyrics.com/movies/aadi-perukku/,Aadi Perukku,1962
https://www.tamil2lyrics.com/movies/aadi-velli/,Aadi Velli,1990
https://www.tamil2lyrics.com/movies/aadu-pambe/,Aadu Pambe,1979
https://www.tamil2lyrics.com/movies/aadu-puli-attam/,Aadu Puli Aattam,1977
https://www.tamil2lyrics.com/movies/aadugal-nanaikindrana/,Aadugal Nanaikindrana,1981
https://www.tamil2lyrics.com/movies/aadukalam/,Aadukalam,2011
https://www.tamil2lyrics.com/movies/agaya-gangai/,Aagaya Gangai,1982
https://www.tamil2lyrics.com/movies/aagaya-thamaraigal/,Aagaya Thamaraigal,1985
https://www.tamil2lyrics.com/movies/aahaa/,Aahaa,1997
https://www.tamil2lyrics.com/movies/aahaa-kalyanam/,Aahaa Kalyanam,2014
https://www.tamil2lyrics.com/movies/aakko/,Aakko,2015
https://www.tamil2lyrics.com/movies/aalakaalam/,Aalakaalam,2024
https://www.tamil2lyrics.com/movies/aalambana/,Aalambana,2021
https://www.tamil2lyrics.com/movies/aalappirandhavan/,Aalappirandhavan,1987
https://www.tamil2lyrics.com/movies/aalavandhan/,Aalavandhan,2001
https://www.tamil2lyrics.com/movies/aalayamani/,Aalayamani,1962
https://www.tamil2lyrics.com/movies/aaliya/,Aaliya,2023
https://www.tamil2lyrics.com/movies/aalukkoru-aasai/,Aalukkoru Aasai,1977
https://www.tamil2lyrics.com/movies/aalukkoru-veedu/,Aalukkoru Veedu,1960
https://www.tamil2lyrics.com/movies/aalwar/,Aalwar,2007
https://www.tamil2lyrics.com/movies/aambala/,Aambala,2015
https://www.tamil2lyrics.com/movies/aan-devathai/,Aan Devathai,2018
https://www.tamil2lyrics.com/movies/aan-paavam/,Aan Paavam,1985
https://www.tamil2lyrics.com/movies/aan-pillai-singam/,Aan Pillai Singam,1975
https://www.tamil2lyrics.com/movies/aanandha-kummi/,Aanandha Kummi,1983
https://www.tamil2lyrics.com/movies/aanandha-raagam/,Aanandha Raagam,1982
https://www.tamil2lyrics.com/movies/aanandham/,Aanandham,2001
https://www.tamil2lyrics.com/movies/aanazhagan/,Aanazhagan,1995
https://www.tamil2lyrics.com/movies/aandavan-kattalai-2/,Aandavan Kattalai,2016
https://www.tamil2lyrics.com/movies/aandavan-kattalai/,Aandavan Kattalai (1964),1964
https://www.tamil2lyrics.com/movies/aani-ver/,Aani Ver,2015
https://www.tamil2lyrics.com/movies/aankalai-nambathey/,Aankalai Nambathey,1987
https://www.tamil2lyrics.com/movies/aaradhanai/,Aaradhanai,1981
https://www.tamil2lyrics.com/movies/aarambam/,Aarambam,2013
https://www.tamil2lyrics.com/movies/aararo-aariraro/,Aararo Aariraro,1989
https://www.tamil2lyrics.com/movies/aararo-song-by-anthony-dasan/,Aararo Song by Anthony Daasan,2019
https://www.tamil2lyrics.com/movies/aarilirunthu-arubathu-varai/,Aarilirunthu Arubathu Varai,1979
https://www.tamil2lyrics.com/movies/aaru/,Aaru,2005
https://www.tamil2lyrics.com/movies/aaru-pushpangal/,Aaru Pushpangal,1977
https://www.tamil2lyrics.com/movies/aaruthra/,Aaruthra,2018
https://www.tamil2lyrics.com/movies/aasaan/,Aasaan,2018
https://www.tamil2lyrics.com/movies/aasai/,Aasai,1995
